Permit #,Establishment Name,Address,Date,Inspection Type,Food or Retail,Score,Violations,ScrapeDate,Page,Table,SourceFile,Category,Violation Code,Violation Explanation
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,34,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Temperature Control,34,Proper cooling methods used; adequate equipment for temperature control
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,37,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Temperature Control,37,Thermometers provided and accurate
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,38,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Identification,38,Food properly labeled; original container
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,43,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Postings and Compliance,43,Posted: Permit/Inspection/Hand washing
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,52,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",52,Plumbing installed; proper backflow devices
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,53,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",53,Sewage and wastewater properly disposed
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-09-16,REGULAR,RETAIL,76.0,58,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,58,"Insects, rodents and animals not present"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,29,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Chemicals,29,"Toxic substances properly identified, stored, used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,38,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Identification,38,Food properly labeled; original container
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,52,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",52,Plumbing installed; proper backflow devices
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-02,FOLLOWUP,RETAIL,88.0,58,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,58,"Insects, rodents and animals not present"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-16,FOLLOWUP,RETAIL,94.0,38,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Identification,38,Food properly labeled; original container
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-16,FOLLOWUP,RETAIL,94.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-16,FOLLOWUP,RETAIL,94.0,52,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",52,Plumbing installed; proper backflow devices
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2024-10-16,FOLLOWUP,RETAIL,94.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-01-27,REGULAR,RETAIL,93.0,38,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Identification,38,Food properly labeled; original container
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-01-27,REGULAR,RETAIL,93.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-01-27,REGULAR,RETAIL,93.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-01-27,REGULAR,RETAIL,93.0,52,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",52,Plumbing installed; proper backflow devices
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-01-27,REGULAR,RETAIL,93.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-02-24,FOLLOWUP,RETAIL,94.0,38,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Identification,38,Food properly labeled; original container
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-02-24,FOLLOWUP,RETAIL,94.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-02-24,FOLLOWUP,RETAIL,94.0,49,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",49,"Ware washing facilities: installed, maintained, used, test strips"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-02-24,FOLLOWUP,RETAIL,94.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-02-24,FOLLOWUP,RETAIL,94.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-05-21,REGULAR,RETAIL,94.0,10,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Preventing Contamination by Hands,10,Adequate hand washing facilities supplied and accessible
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-05-21,REGULAR,RETAIL,94.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-05-21,REGULAR,RETAIL,94.0,49,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",49,"Ware washing facilities: installed, maintained, used, test strips"
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-05-21,REGULAR,RETAIL,94.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,2025-05-21,REGULAR,RETAIL,94.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,FOLLOWUP,FOOD,95.0,17,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,17,Food stored covered
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,FOLLOWUP,FOOD,95.0,44,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,44,"In-use utensils, properly stored"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,FOLLOWUP,FOOD,95.0,46,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,FOLLOWUP,FOOD,95.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,FOLLOWUP,FOOD,95.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,6,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,17,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,17,Food stored covered
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,44,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,44,"In-use utensils, properly stored"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,46,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
30776,O'NEILL'S,2051 RICHMOND ROAD,2024-07-17,REGULAR,FOOD,93.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30776,O'NEILL'S,2051 RICHMOND ROAD,2025-02-05,REGULAR,FOOD,96.0,18,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
30776,O'NEILL'S,2051 RICHMOND ROAD,2025-02-05,REGULAR,FOOD,96.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30776,O'NEILL'S,2051 RICHMOND ROAD,2025-02-21,FOLLOWUP,FOOD,99.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
124841,OASIS MEDITERRANEN RESTAURANT,837 CHEVY CHASE PLACE,2025-04-02,REGULAR,FOOD,96.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
124841,OASIS MEDITERRANEN RESTAURANT,837 CHEVY CHASE PLACE,2025-04-02,REGULAR,FOOD,96.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
124841,OASIS MEDITERRANEN RESTAURANT,837 CHEVY CHASE PLACE,2025-04-02,REGULAR,FOOD,96.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2024-09-23,REGULAR,FOOD,96.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2024-09-23,REGULAR,FOOD,96.0,44,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,44,"In-use utensils, properly stored"
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2024-09-23,REGULAR,FOOD,96.0,51,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",51,Hot and cold water available; adequate pressure; plumbing maintained
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2024-09-23,REGULAR,FOOD,96.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2025-03-06,REGULAR,FOOD,96.0,40,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,40,Personal cleanliness; hair restraints
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2025-03-06,REGULAR,FOOD,96.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2025-03-06,REGULAR,FOOD,96.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,REGULAR,FOOD,94.0,15,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,15,Food separated and protected
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,REGULAR,FOOD,94.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,REGULAR,FOOD,94.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,REGULAR,FOOD,94.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,FOLLOWUP,FOOD,96.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,FOLLOWUP,FOOD,96.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-08-20,FOLLOWUP,FOOD,96.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-12-20,REGULAR,FOOD,97.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-12-20,REGULAR,FOOD,97.0,44,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,44,"In-use utensils, properly stored"
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,2024-12-20,REGULAR,FOOD,97.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-08-26,REGULAR,FOOD,94.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-08-26,REGULAR,FOOD,94.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-08-26,REGULAR,FOOD,94.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-08-26,REGULAR,FOOD,94.0,51,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",51,Hot and cold water available; adequate pressure; plumbing maintained
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-08-26,REGULAR,FOOD,94.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-12-17,REGULAR,FOOD,95.0,40,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,40,Personal cleanliness; hair restraints
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-12-17,REGULAR,FOOD,95.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-12-17,REGULAR,FOOD,95.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
61793,OLD CHICAGO,1924 PAVILLION WAY,2024-12-17,REGULAR,FOOD,95.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2024-07-19,REGULAR,FOOD,99.0,10,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Preventing Contamination by Hands,10,Adequate hand washing facilities supplied and accessible
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,REGULAR,FOOD,92.0,6,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,REGULAR,FOOD,92.0,20,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,20,Proper reheating procedures for hot holding
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,REGULAR,FOOD,92.0,29,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Chemicals,29,"Toxic substances properly identified, stored, used"
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,REGULAR,FOOD,92.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,REGULAR,FOOD,92.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,FOLLOWUP,FOOD,98.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",2025-03-14,FOLLOWUP,FOOD,98.0,50,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,RETAIL,96.0,6,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,RETAIL,96.0,46,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,RETAIL,96.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,1,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Supervision,1,"Person in charge present, demonstrates knowledge, and performs duties"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,3,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Employee Health,3,"Management, food employee and conditional employee; knowledge, responsibilities and reporting"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,6,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,18,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,25,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,25,Proper date marking and disposition
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-02,REGULAR,FOOD,85.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-15,FOLLOWUP,FOOD,97.0,48,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-15,FOLLOWUP,FOOD,97.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-07-15,FOLLOWUP,RETAIL,99.0,56,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,1,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Supervision,1,"Person in charge present, demonstrates knowledge, and performs duties"
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,15,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,15,Food separated and protected
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,17,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,17,Food stored covered
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,25,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,25,Proper date marking and disposition
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,41,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,2024-12-16,REGULAR,FOOD,86.0,45,2025-10-06,53,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
