Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
104581,LOS TRES LOCOS (STATE MOBILE),542 E LOUDON AVE,40508,605,2018-06-29,2021-03-30,21
104582,HOLIDAY INN LEXINGTON HAMBURG,,40509,HAMBURG,2025-11-03,2025-11-03,1
104583,HOLIDAY INN LEXINGTON HAMBURG,1976 JUSTICE DR,40509,605,2018-04-30,2023-09-05,69
104641,CABALLO CROSSING- OUTDOOR POOL,,40511,POOL,2025-07-15,2025-07-15,1
104650,MIA'S FOOD TRUCK,63 IMPERIAL AVE,40511,605,2019-01-24,2019-06-05,3
104675,LA MARQUESA,3101 CLAYS MILL RD STE 400,40503,605,2018-03-30,2022-09-22,54
104701,COCKTAILS TOO,130 W TIVERTON WAY #195,40503,605,2018-04-04,2025-11-18,51
104702,MOE'S SOUTHWEST GRILL,1975 HARRODSBURG RD,40504,605,2018-04-18,2025-07-25,32
104728,HABIBI SWEETS AND BAKERY,"2417 NICHOLASVILLE RD, STE 100",40503,605,2018-05-17,2021-08-16,41
104730,UPPER CRUST FOOD SERVICE,410 ROSE LANE,40508,605,2018-04-11,2020-09-03,20
104731,"BICYCLE FACE, LLC",331 E SHORT ST,40507,605,2018-04-04,2025-09-24,43
104733,COCINA DE MAMA STATE MOBILE,2456 WOODHILL DR,40509,605,2018-03-29,2019-06-15,5
104735,"UK BOOKSTORE, BARNES & NOBLE COLLEGE BOOKSELLERS",160 AVENUE OF CHAMPIONS,40506,& NOBLE COLLEGE,2018-04-19,2025-10-08,86
104854,FEATHER & BLADE,,40502,,2025-08-04,2025-08-04,1
104855,SPRINGS AT HAMBURG APARTMENTS BEST WESTERN GLO HOTEL (INDOOR (OUTDOOR),,40509,BEST WESTERN GLO HOTEL (INDOOR (OUTDOOR),2025-09-11,2025-09-11,1
104993,LITTLE LEXINGTON ACADEMY,4383 OLD HARRODSBURG RD STE 145,40513,11,2018-04-30,2025-07-15,56
105069,KENTUCKY HORSE PARK GIFT SHOP,4089 IORN WORKS PKWY,40511,610,2018-05-21,2022-09-14,8
105103,SEDONA TAPHOUSE,3600 PALOMAR CENTRE DR,40513,11,2018-08-23,2025-10-15,48
105129,BLUEGRASS KY NUTRITION,719 ALLENDALE DR,40503,605,2018-05-29,2023-02-17,65
105165,POLAR-X,915 BYARS AVE,40505,610,2018-05-21,2018-05-21,1
105167,CAMPUS CATERING 1,160 AVENUE OF CHAMPIONS,40506,11,2018-06-06,2025-11-12,44
105168,WILDCAT COAL LODGE,318 COLLEGE VIEW AVE,40506,11,2018-06-19,2025-09-18,34
105169,CAMPUS CATERING 2,160 AVENUE OF CHAMPIONS,40506,11,2018-06-06,2025-11-12,39
105331,ISLAND CHILL,1701 ALEXANDRIA DR,40504,603,2018-06-11,2023-04-06,13
105416,TOBAGO RIBS STATE MOBILE,1601 HAWTHORNE LANE,40505,605,2017-11-16,2018-06-15,5
105417,UNDERGROUND INK NO QUARTER TATTOO,,40503,NO QUARTER TATTOO,2025-10-21,2025-10-21,1
105420,THE NUTRITION ZONE,509 E NEW CIRCLE RD,40505,605,2018-07-05,2022-04-28,37
105461,"ALL ABOUT KIDS, LEARNIG CENTER AND CHILDCARE",695 VINCENT WAY,40503,CENTER AND CHILDCARE,2018-06-26,2025-07-08,38
105482,POPCORN PARADISE,724 NATIONAL AVENUE,40505,605,2018-07-03,2023-08-08,37
105518,MAKE A CAKE CUPCAKE BAR,"740 NATIONAL AVE, STE 130",40502,605,2018-08-01,2019-01-08,12
105554,JACKS GRILL,2520 NICHOLASVILLE RD,40503,605,2018-07-26,2021-08-16,24
105568,JERSEY MIKE'S SUBS RICHMOND RD,2901 RICHMOND RD STE 130,40509,RD,2018-07-19,2025-11-17,34
105608,RODDY B'S,1060 CHINOE RD STE 108,40502,607,2018-07-19,2020-10-28,21
105609,SUGAR & ICE SHAVED ICE CART,573 ALDERBROOK WAY,40515,603,2018-07-11,2018-07-11,1
105618,CHICK-FIL-A,160 AVENUE OF CHAMPIONS,40508,11,2018-08-02,2025-08-15,36
105619,AUNTIE ANNE'S,160 AVENUE OF CHAMPIONS,40508,11,2018-08-08,2025-10-23,40
105621,NUHEALTH LIFESTYLE - UK GATTON STUDENT CENTER,160 AVENUE OF CHAMPIONS,40508,54,2018-08-09,2024-05-02,53
105622,PANDA EXPRESS,160 AVENUE OF CHAMPIONS,40508,11,2018-08-09,2025-11-12,35
105623,SUBWAY,160 AVENUE OF CHAMPIONS,40508,11,2018-08-09,2025-11-12,38
105647,FRUTERIA  LAS VERACRUZANAS,"133 VENTURE CT, STE 170",40511,610,2018-07-18,2018-07-18,2
105670,FRUTERIA LAS VERACRUZANAS,"133 VENTURE CT, STE 170",40511,607,2019-01-08,2025-10-23,93
105752,SAND BAR - DELETED,2520 NICHOLASVILLE RD,40503,605,2018-08-02,2018-08-02,1
105780,SKYLINE CHILI,2850 RICHMOND RD,40509,11,2018-08-24,2025-12-02,34
105781,BROWN'S TASTEE BEER CHEESE,1241 BALLARD RD,40342,610,2019-07-06,2021-05-22,3
105798,JACK'S SANDBAR AND GRILL,2536 LARKIN RD,40503,605,2018-08-02,2024-01-31,35
105800,"LAFAYETTE HIGH SCHOOL ATHLETICS FOOTBALL, SOCCER, TRACK & FIELD","FOOTBALL, SOCCER, TRACK & FIELD",40503,"FOOTBALL, SOCCER, TRACK & FIELD",2018-08-08,2025-10-27,25
105802,"S & B, LLC DBA SUNSET SLUSH OF LEXINGTON, KY",2225 SUNNINGDALE DR,40509,603,2018-08-07,2019-12-12,3
105811,ALPHA CHI OMEGA (AXO) SORORITY,411 PENNSYLVANIA CT,40508,605,2018-08-16,2023-03-28,33
105881,SPOT-ON NUTRITION,145 BURT RD # 18,40504,605,2018-08-15,2020-07-22,20
105882,MACY'S STARBUCKS KIOSK-FAYETTE MALL,3303 NICHOLASVILLE RD,40503,MALL,2018-08-27,2025-09-09,23
105883,CHILL WAGON 2,P.O. BOX 1035,40588,52,2018-09-14,2024-05-17,16
105997,ANGIE B'S LLC STATE MOBILE,3316 BIG BEND CT,40517,605,2018-08-21,2021-05-03,9
106010,GRIME'S,4248 SARON DR,40515,11,2018-08-28,2025-07-07,27
106012,BACKROADS BAKERY,962 DELAWARE AVE,40505,605,2018-09-05,2019-09-13,12
106018,UK BASEBALL COLD PLUNGE SPA (INDOOR),,40506,SPA (INDOOR),2025-10-06,2025-10-06,1
106020,UK BASEBALL HOT PLUNGE SPA (INDOOR),,40506,SPA (INDOOR),2025-10-06,2025-10-06,1
106104,FUJISAN FRANCHISING CORP.,1063 E NEW CIRCLE RD,40505,CORP.,2018-09-27,2025-12-02,24
106129,OLD KENTUCKY KETTLE CORN,1904 WILLIAMSBURG RD,40504,CORN,2018-10-13,2025-10-11,9
106131,FAIRFIELD INN & SUITES,,40505,,2025-11-19,2025-11-19,1
106132,FAIRFIELD INN & SUITES,2211 ELKHORN RD,40505,54,2018-09-20,2025-11-19,61
106188,THE BELT LINE,808 N LIMESTONE #1,40505,605,2018-10-05,2022-02-01,32
106226,THRIVE KOMBUCHA (LLC),"810 N LIMESTONE, UNIT 1",40508,607,2018-10-16,2023-08-11,31
106228,REIS & IRVY'S,3401 NICHOLASVILLE DR,40503,610,2018-10-08,2020-07-06,3
106229,GUS'S WORLD FAMOUS FRIED CHICKEN,321 EAST VINE ST,40507,605,2018-10-05,2023-08-21,34
106279,NAIL BAR & SPA,"2304 SIR BARTON WAY, STE 125",40509,605,2018-10-17,2021-05-28,27
106280,"THE MAIN SQUEEZE, LLC",3968 KENESAW DRIVE,40515,603,2019-06-01,2019-06-01,1
106281,MIX MASTERS,2323 WOODHILL DR,40509,605,2018-10-10,2022-07-08,31
106282,RALLY'S,4171 TATES CREEK CENTRE DR,40517,605,2018-10-19,2022-07-22,33
106283,BD'S MONGOLIAN GRILL,2520 NICHOLASVILLE RD,40503,605,2018-11-27,2019-06-20,5
106315,"MIRACLES BAKERY, DBA , GLUTEN FREE MIRACLES",161 LEXINGTON GREEN  CIRCLE,40503,605,2018-11-14,2018-11-14,4
106336,COCO STATE MOBILE,903 CHRIS DRIVE,40356,605,2018-10-26,2018-10-26,6
106375,TACOS Y SALSAS STATE MOBILE,4037 SWEETSPIRE DR,40511,605,2018-11-08,2018-11-08,6
106377,UNCLE CHARLIES MEATS,1066 E NEW CIRCLE RD,40505,607,2018-11-21,2025-12-04,59
106381,B.G. CONCESSIONS #1 @ KY HORSEPARK VISTOR CENTER,4089 IRON WORKS PIKE,40511,603,2018-11-15,2018-11-15,1
106382,B.G. CONCESSIONS #2 @ KY HORSEPARK VISTOR CENTER,4089 IRON WORKSJ PIKE,40511,603,2018-11-15,2018-11-15,1
106384,ZIM'S CAFE,215 W MAIN ST,40507,54,2018-11-15,2025-10-09,58
106422,EIGHT HORSE GLUTEN FREE BAKERY,442 1/2 S ASHLAND AVE,40502,605,2018-12-03,2020-03-03,14
106499,PEARL'S,133 N LIMESTONE,40507,11,2019-01-04,2025-12-03,26
106510,"ORIGINAL KETTLE KORN, LLC",2200 HIGH BRIDGE RD,40390,603,2018-11-14,2022-04-21,4
106582,CLARK'S PUMP N SHOP DETROIT AVE,922 DETROIT AVE,40505,DETROIT AVE,2018-12-27,2025-10-16,53
106620,STARBUCKS,760 PRESS AVE,40508,605,2019-01-04,2025-10-30,21
106621,"SHEPHERD'S HOUSE, INC",635 MAXWELTON CT,40508,11,2019-04-02,2025-07-25,28
106635,"FUSION BREWING, LLC","1170 MANCHESTER ST, STE 150",40508,605,2018-12-27,2022-06-24,20
106675,SHIRAZ PERSIAN AND MEDITERRANEAN CATERING,962 DELWARE AVE,40505,605,2019-01-14,2019-01-14,5
106677,"BACKROADS BAKERY,LLC",109 W SIXTH ST,40508,605,2019-01-04,2022-11-10,24
106678,BEACH HOUSE COFFEE & TAPAS,109 W SIXTH ST,40508,605,2019-01-04,2019-07-24,6
106682,"MAGAR GROCERY, LLC",2532 REGENCY RD UNIT 103,40503,610,2020-01-08,2023-03-07,9
106717,FAR OUT ESPRESSO,962 DELAWARE AVE,40505,605,2019-01-14,2019-01-14,5
106724,GLO LEXINGTON NORTH,1935 STANTON WAY,40511,605,2019-01-18,2025-10-31,87
106726,GLO LEXINGTON NORTH,,40511,,2025-10-28,2025-10-28,1
106763,TACOS JUQUILITA (STATE MOBLIE),1725 ROSEGLANS DR.,40504,605,2021-06-04,2023-03-28,8
106766,FIRST WATCH - NICHOLASVILLE RD,119 W. REYNOLDS RD,40503,RD,2019-01-25,2025-12-08,32
106779,DRAKE'S FOOD TRUCK,866 MALABU SUITE 250,40502,52,2019-08-24,2025-09-23,12
106873,WILLIAMS SONOMA,151 LARUE STE 130,40517,610,2020-02-19,2025-10-16,39
106915,THE CUE CLUB,140 MOORE DR,40503,11,2019-05-16,2025-07-17,21
106919,ORIENTAL SUPER MART INC.,2220 NICHOLASVILLE RD STE 118,40503,607,2019-02-28,2023-12-14,72
106945,MAXIMA NUTRITION,828 LANE ALLEN RD STE 130,40503,605,2019-03-14,2025-09-29,38
106946,COSMIC CHARLIE'S,105 W. LOUDON AVE,40508,605,2019-02-19,2020-03-03,9
106947,POJO'S POP STATION,518 SANDAL WOOD DR,40505,603,2019-02-21,2021-03-01,2
106957,CLARION HOTEL - INDOOR SPA,,40511,SPA,2025-12-02,2025-12-02,1
107053,EL COSTENO JR 2 (STATE MOBILE),745 KINGSTON RD,40505,MOBILE),2019-02-26,2025-09-15,9
107056,CROSSROADS IGA STORE #761,2656 ABIGAIL WAY,40511,#761,2019-04-19,2025-11-25,54
107057,SOUTHLAND BAGEL,962 DELAWARE AVE,40505,605,2019-03-01,2019-07-06,5
107058,TASTE OF MEXICO ( STATE MOBILE),1924 DEAUVILLE DR,40504,605,2019-03-01,2022-04-26,10
107092,MANCHESTER COFFEE CO.,903 MANCHESTER ST #180,40508,605,2019-03-15,2022-10-25,25
107093,JEFF RUBY STEAKHOUSE,101 WEST VINE STREET,40507,11,2019-04-19,2025-12-15,28
107094,TACOS EL REY,413 N.W NEW CIRCLE RD,40511,605,2019-03-15,2023-04-06,33
107096,UK BASEBALL FIRST BASE CONCESSION,510 WILCAT COURT,40506,603,2021-05-07,2023-05-09,5
107099,UK BASEBALL THRID BASE CONCESSION,510 WILCAT COURT,40506,605,2023-03-08,2023-05-09,3
107156,33 STAVES,4174 ROWAN,40517,11,2019-07-10,2025-09-09,30
107157,ORIGIN HOTEL,,40517,,2025-12-23,2025-12-23,1
107162,RESIDENCE INN BY MARRIOTT POOL- OUTDOOR,,40507,POOL- OUTDOOR,2025-07-15,2025-07-15,1
107190,WISE BIRD CIDER,1170 MANCHESTER ST. #140,40508,605,2019-03-26,2025-08-20,29
107275,TRAILA HONDURENA (STATE MOBILE),1230 ALEXANDRIA DR,40504,52,2019-03-27,2024-06-20,10
107294,STONEHEDGE FARM PRODUCE,1204 KIDDS MILL RD,40383,610,2021-05-22,2022-06-12,3
107295,TACOS EL POTRILLO,1040 CROSS KEYS #19,40504,605,2019-04-02,2019-04-02,4
107320,SWEET SISTERS SHAVED ICE,416 BOSTON CT,40503,610,2019-04-05,2023-07-04,12
107321,LEXINGTON CHRISTIAN ACADEMY SOCCER,450 W. REYNOLDS RD,40503,ACADEMY SOCCER,2019-08-16,2025-09-15,7
107322,LEXINGTON CHRISTIAN ACADEMY BASEBALL,450 W. REYNOLDS RD,40503,ACADEMY BASEBALL,2021-09-17,2025-09-15,5
107323,JACKED-NUTRITION LLC,962 DELAWARE AVE,40505,605,2019-04-05,2025-12-01,26
107361,LUCY'S KITCHEN,1812 AUGUSTA CT APT 8,40505,605,2019-03-26,2019-03-26,3
107362,FIRST WATCH,2894 RICHMOND RD,40509,605,2019-04-16,2025-10-06,27
107363,SMOKERS BBQ,524 DABNEY DR,40509,605,2019-04-09,2019-04-09,3
107476,ACE'S PLACE,2192 ICEHOUSE WAY,40509,605,2019-04-11,2019-09-06,4
107486,JETS PIZZA - KY003,3735 PALOMAR CENTRE DR STE 70,40504,605,2019-05-01,2025-11-24,31
107552,CITY CENTER STARBUCKS,101 S. LIMESTONE ST.,40507,605,2019-04-18,2023-10-25,24
107735,KULA EATS,2020 ARMSTRONG MILL RD APT 1234,40515,605,2019-04-16,2019-04-16,3
107736,EL CAMPESINO (STATE MOBILE),405 BRECKINRIDGE ST,40508,605,2019-04-23,2022-08-02,7
107773,NEW VISTA,3479 BUCKHORN,40515,605,2019-05-14,2025-10-15,29
107774,THRIVE KOMBUCHA,810 N. LIMESTONE STE 1,40508,605,2019-05-03,2021-05-22,8
107775,EDDE'S CHEESECAKES AND MORE INC.,3408 KY HIGHWAY 581,41263,610,2019-07-06,2019-07-06,1
107846,LAROSA'S PIZZERIA,2890 RICHMOND RD,40509,605,2019-05-02,2023-02-21,29
107847,NATE'S COFFEE,125 CHEAPSIDE,40507,11,2019-06-10,2025-12-05,25
107849,GREAT BAGEL FARM TO BAGEL LEX INC.,3650 BOSTON RD SUITE 108,40514,BAGEL LEX INC.,2019-06-03,2025-11-18,26
107909,HOLY CREPE MOBILE,610 ROGERS RD,40505,605,2019-05-13,2019-05-13,2
107910,MRS. LO'S FROZEN TREATS & MORE,162 N. HANOVER AVE # 8,40502,610,2019-05-14,2019-05-14,1
107924,JESS' BEST,944 DEPORRES AVE,40511,605,2019-05-16,2019-05-16,3
107925,BIG BLUE BURRITO,141 MC CONNELLS TRACE,40511,605,2019-06-14,2019-06-14,2
107972,"SWARTZ SWEET TOOTH FAIRY, LLC",2208 CHYLEEN DR.,40505,605,2022-04-28,2023-04-27,2
108047,ZONIC,214 RUGBY RD,40504,610,2019-05-28,2019-05-28,1
108205,"BUN'S SMOKEHOUSE BBQ,LLC",3677 KING ARTHUR DR,40517,605,2019-06-11,2020-02-28,3
108206,THE LOCAL CONNECTION,4561 IRONWORKS PIKE,40511,610,2020-01-24,2023-02-17,15
108207,ROSEMONT STATION,222 ROSEMONT GARDEN,40503,607,2019-07-10,2025-10-23,32
108239,IP&J CUBAN FOOD,400 OLD VINE ST #108,40507,605,2019-07-08,2020-03-10,4
108241,SAN JUAN,1984 FAIR OAKS DR APT A,40504,605,2019-06-14,2019-06-14,2
108242,TARGET STORE T-3313,500 S. UPPER ST,40508,610,2019-07-10,2025-09-29,8
108259,HOT BUNS FOOD TRUCK MOBILE TRUCK 0487,,40202,MOBILE TRUCK 0487,2025-08-16,2025-08-16,1
108261,COREE'S SIPPIE DIPPIE LEMONADE,511 BRECKENRIDGE ST,40508,603,2020-02-25,2022-09-09,3
108320,EAST COAST SAMMIES (STATE MOBILE),108 COCHRAN RD APT 3,40502,605,2019-06-20,2019-06-20,2
108322,THE HUMAN BEAN,1946 HARRODSBURG RD,40503,605,2019-07-02,2025-08-15,27
108392,ATHENIAN GRILL,110 E MAIN ST,40508,605,2019-07-05,2025-11-03,24
108397,EMBASSY SUITES LEXINGTON GREEN,245 LEXINGTON GREEN CIR,40503,610,2019-12-26,2022-08-29,4
108402,APOLLO PIZZA MEADOWTHORPE TAPROOM,1451 LEESTOWN RD,40511,TAPROOM,2019-08-05,2025-12-02,23
108473,BALANCEBLEU,962 DELAWARE AVE,40505,605,2019-07-23,2020-02-13,3
108534,TATES CREEK WOMENS SOCCER BOOSTER,1111 CENTRE PARKWAY,40517,605,2019-08-01,2019-12-20,4
108536,FOOD DUDE,601 CHESTNUT OAK WAY,40508,605,2019-07-24,2019-07-24,2
108537,GEORGIA PACIFIC LEXINGTON,451 HARBISON RD,40511,610,2019-07-30,2025-12-05,8
108538,PILKINGTON-LEXINGTON-MKT C,1312 RUSSELL CAVE,40505,C,2020-01-07,2025-11-26,7
108539,LEXMARK INTERNATIONAL INC,740 W. NEW CIRCLE,40511,610,2019-07-30,2023-08-18,5
108613,FLAVAS SHAVED ICE,3328 SMOKY MTN DRIVE,40515,603,2019-08-03,2019-08-03,1
108880,FAT GRANNY'S (STATE MOBLIE),1407 N. LIMESTONE,40505,605,2019-08-06,2019-08-06,2
108945,SOUTHLAND BAGEL,428 SOUTHLAND DR,40503,11,2019-09-20,2025-11-07,24
109030,HUB AT CAMPUS LEXINGTON SPA(OUTDOOR),,40508,SPA(OUTDOOR),2025-07-14,2025-07-14,1
109031,HUB AT CAMPUS LEXINGTON POOL (OUTDOOR),,40508,POOL (OUTDOOR),2025-07-14,2025-07-14,1
109032,GO PUFF,"1109 VERSAILLES RD, UNIT 800",40508,62,2019-09-06,2025-09-03,17
109033,COMMON GROUNDS,620 S. LIMESTONE ST.,40506,605,2019-08-23,2022-04-06,17
109042,BRENDA COWAN ELEMENTARY,,40509,,2025-10-22,2025-10-22,1
109043,BRENDA COWAN ELEMENTARY,4801 ATHENS - BOONEBORO RD,40509,605,2019-08-13,2025-10-22,20
109069,AMAZON FULFILLMENT - LEX 2-SECONDARY CAFE,172 TRADE ST,40511,LEX 2-SECONDARY,2020-03-27,2025-11-18,6
109070,AMAZON FULFILLMENT - LEX2 - OVERFLOW,172 TRADE ST,40511,610,2020-03-27,2022-11-28,4
109071,AMAZON FULFILLMENT - LEX,1850 MERCER RD,40511,LEX,2020-01-06,2025-10-28,7
109072,AMAZON FULFILLMENT- OVERFLOW,1850 MERCER RD,40511,OVERFLOW,2020-01-06,2025-10-28,7
109206,GILLEY'S GRILL,859 PINKNEY DR,40504,603,2019-09-10,2020-10-21,2
109392,HORESHOE DINER,3111 SPURR,40511,605,2019-09-24,2021-12-08,14
109393,TAQUERIA LOS JOROCHOS (MOBILE),"3030 LEXINGTON RD, LOT 8",40356,605,2019-09-18,2019-09-18,2
109395,TACOS EL POTRO (MOBILE),1322 STEPHEN  FOSTER,40517,605,2019-09-18,2022-11-09,5
109396,N FORBES NUTRITION,1414 N. FORBES RD,40511,605,2019-11-01,2020-09-01,3
109397,TAQUERIA MI PARRAL (MOBILE),808 SHELBY AVE,40505,605,2019-09-23,2019-09-27,3
109398,DRIP COFFEE CO.,2201 SWEETLEAF CT,40513,605,2019-09-25,2019-09-25,2
109399,COST PLUS WORLD MARKET,2321 SIR BARTON WAY #1060,40509,607,2019-11-08,2025-10-03,24
109400,THE BIG BLUE LUNCH BOX,312 HERMITAGE DR,40505,605,2019-09-24,2021-05-19,4
109402,CRISTO REY (STATE MOBILE),1412 HIGH LAWN AVE,40505,605,2019-09-26,2023-04-05,8
109405,POISONED PEN TATTOO CO,,40517,CO,2025-10-14,2025-10-14,1
109408,GOLDENROD TATTOO,,40503,,2025-09-27,2025-09-27,1
109424,OUTBACK STEAKHOUSE,3395 NICHOLASVILLE RD,40503,11,2019-11-01,2025-11-18,25
109425,CARRITO DE TACOS,1508 CONTINENTAL SQ DR #13,40505,605,2019-11-01,2023-01-23,8
109525,BG CONCESSIONS,2320 JACKS CREKKS PIKE,40515,603,2019-10-19,2019-10-19,1
109548,POJOS POP STATION,"119 MARION ST, SUITE 180",40517,605,2019-11-04,2019-12-09,4
109549,GENESIS COFFEE HOUSE AND EATERY,"1403 N. FORBES RD, SUITE130",40511,AND EATERY,2021-03-08,2025-08-28,18
109600,LEXMARK INTERNATIONAL 32 MKTC,740 W. NEW CIRCLE,40511,610,2020-01-06,2023-08-18,5
109601,RESIDENCE INN BY MARRIOTT HOTEL,,40507,HOTEL,2025-08-26,2025-08-26,1
109602,RESIDENCE INN BY MARRIOTT FOOD AND RETAIL,150 W. MAIN ST,40507,FOOD AND RETAIL,2019-12-16,2025-09-26,75
109603,LEXINGTON MARRIOTT CITY CENTER HOTEL,,40507,CENTER HOTEL,2025-12-22,2025-12-22,1
109604,LEXINGTON MARRIOTT CITY CENTER GREATROOM,121 W. VINE ST,40507,CENTER GREATROOM,2019-12-16,2025-10-08,58
109608,STARBUCKS COFFEE #54447,1745 SHARKEY WAY,40511,605,2019-12-11,2025-09-08,26
109646,TAQUERIA EL GUERRERO ( STATE MOBILE),949 ST. MARTINS AVE,40511,52,2019-11-12,2024-05-22,4
109690,TOTAL GRACE CHURCH,1313 N. LIMESTONE,40505,605,2019-11-26,2025-11-14,21
109691,TRIANGLE PARK CAFE,400 W. MAIN ST,40505,605,2019-12-09,2021-03-05,4
109694,"RUBY JEAN'S, LLC",104 W. SIXTH ST,40508,605,2020-01-02,2021-03-01,7
109700,S & T,171 MARKET ST,40507,605,2019-11-26,2021-03-04,6
109756,DRAKE'S,1880 PLEASANT RIDGE DRIVE,40509,605,2019-12-05,2025-09-19,20
109758,5 DOLLA HOLLA,462 LINDBERG DR,40508,605,2019-11-21,2019-11-21,2
109759,REIS & IRVY'S KY INDOOR,404 SPORTING CT.,40503,610,2019-12-10,2019-12-10,1
109760,REIS & IRVY'S ST. JOSEPH HOSPITAL,1 ST. JOSEPH DRIVE,40504,610,2019-12-04,2019-12-04,1
109788,FRANK'S DONUTS,549 E. THIRD STREET,40507,11,2019-12-06,2025-12-01,40
109789,LAROSA'S PIZZERIA,115 SOUTHLAND DR,40503,605,2019-12-10,2023-09-22,19
109840,PANDA EXPRESS,506 W. NEW CIRCLE RD,40505,605,2019-12-23,2025-09-18,25
109841,VALVOLINE,100 VALVOLINE  WYA,40509,605,2020-01-03,2020-01-03,2
109842,SIDECAR BAR,607 N. LIMESTONE,40508,605,2021-03-01,2021-03-01,1
109912,ROULAY,107 W. SHORT ST,40507,605,2020-01-31,2021-06-09,7
109931,O' BROTHER SMOKEHOUSE,500 EUCLID AVE,40502,605,2021-03-08,2022-10-05,9
109933,STINGS LOUNGE,123 W. MAIN ST,40507,605,2020-02-06,2021-10-09,6
109972,SELMA'S CATERING,720 HENRY CLAY BLVD,40505,605,2020-01-23,2024-01-18,70
109996,BABANOOSH,4950 JENNIE KATE LANE,40510,605,2020-01-23,2020-09-30,3
109997,WENDY'S,1100 S. BROADWAY,40504,11,2020-01-30,2025-07-07,22
109998,THE JERK (STATE MOBILE),1313 N. LIMESTONE,40508,605,2020-01-14,2020-05-22,4
110000,BRYAN STATION MIDDLE SCHOOL CONCESSON,1865 WICLAND,40505,SCHOOL CONCESSON,2020-01-24,2025-10-21,9
110054,"ESTEPP'S FRIENDLY SHELL, INC",3197 CLAY MILLS RD,40503,INC,2020-02-11,2025-11-13,39
110066,THE FN KITCHEN,428 SOUTHLAND DR,40503,605,2020-02-14,2020-02-14,1
110067,SWEET PICK & MIX,"3401 NICHOLASVILLE RD, SPACE T - 101",40503,610,2020-07-16,2021-08-09,3
110068,COUNTRY BOY BREWING ( STATE MOBILE),436 CHAIR AVE,40508,605,2020-09-02,2022-08-24,14
110070,THE HUB POOL - OUTDOOR,,40508,,2025-09-05,2025-09-05,1
110071,THE HUB SPA - OUTDOOR,,40508,,2025-08-08,2025-08-08,1
110111,SHAKE IT,814 EUCLID AVE,40502,605,2020-03-02,2021-03-31,20
110113,CHEVAL BLEU CO LLC DAUGHTERS SOUTHERN LLC (STATE,400 OLD VINE ST 114,40507,DAUGHTERS SOUTHERN LLC (STATE,2020-02-27,2025-09-15,12
110151,COSTCO # 1156,1500 FITZGERALD,40511,610,2020-05-13,2023-04-07,7
110153,DAUGHTERS SOUTHERN LLC (STATE MOBILE),720 FAULKHER,40505,52,2020-02-20,2024-06-29,13
110155,"CORNERSTONE COFFEE, LLC DBA HIGH BAR COFFEE",428 SOUTHLAND DR,40503,605,2020-03-06,2023-10-18,20
110168,COOKIES IN THE BLUEGRASS LLC,428 SOUTHLAND DR,40513,605,2020-03-06,2020-03-06,2
110187,JEFFERSON STREET COFFEE,471 JEFFERSON ST,40508,605,2020-03-06,2022-11-02,24
110188,SKIN SAVVY,,40503,,2025-08-15,2025-08-15,1
110251,EL CAFE,"1801 ALEXANDRIA DR, STE. 164",40504,605,2020-03-09,2025-11-18,30
110252,WALTER FRANK'S LLC,428 SOUTHLAND DR,40503,605,2020-03-10,2020-03-10,2
110300,DOLLAR GENERAL STORE #20954,4801 LAST CHANCE TRAIL,40511,610,2020-02-27,2024-01-08,6
110303,NATURAL FOOD (STATE MOBILE),405 WALLER AVE,40509,605,2020-02-18,2020-03-02,2
110316,MY TAQUITO FELIZ (STATE MOBILE),226 LONDONDERRY,40504,605,2020-03-19,2022-02-01,11
110342,THE INFERNO LLC DBA ETHEREAL BREWING PUBLIC HOUSE,102 W. VINE ST,40507,ETHEREAL BREWING,2023-12-12,2025-10-28,3
110343,LATINO MARKET CROSSROADS IGA STORE #68291,306 SOUTHLAND DR,40503,CROSSROADS IGA STORE #68291,2020-04-03,2025-11-24,36
110344,CROSSROADS IGA STORE #68291,1803 GEORGETOWN RD.,40511,607,2020-04-22,2024-01-05,66
110431,ELIXIR DOWNTOWN,"249 W. SHORT ST., SUITE 101",40507,605,2020-06-05,2022-11-11,37
110432,MATTHEW'S PLACE COMMUNITY KITCHEN,465 PRICE ROAD,40508,KITCHEN,2020-05-20,2025-07-10,17
110439,CLARK'S PUMP N SHOP CLAYS MILL RD,3334 CLAYS MILL RD,40503,CLAYS MILL RD,2020-06-09,2025-07-28,43
110484,LA DONA STATE MOBILE,3553 GALAHADE DRIVE,40517,605,2020-05-12,2021-05-24,8
110485,"LOVE & LUCK TATTOO, LLC",,40503,LLC,2025-12-10,2025-12-10,1
110542,KISMET,369 THOMPSON RD,40508,605,2020-06-08,2023-10-03,16
110544,BREVEDE COFFEE CO.,1170 MANCHESTER ST. STE #110,40508,11,2020-09-03,2025-12-10,30
110545,C & D SWEET TREATS,4669 SPRING CREEK DRIVE,40515,610,2020-05-20,2020-05-20,1
110546,"SEQUEL FOOD SERVICES, LLC",428 SOUTHLAND DR,40503,LLC,2020-06-08,2025-11-07,11
110577,EL COBANITO (STATE MOBILE),369 MOLBERRY DR,40509,605,2020-06-05,2020-06-05,2
110580,BOONEDOCKS,6421 ATHENS BOONESBORO RD,40509,605,2020-08-21,2023-10-13,27
110584,FAVOR,574 N. LIMESTONE,40508,605,2020-06-26,2025-12-10,15
